device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity
574396418,6514455727190,"(0.2961442470550537, 0.27457112073898315)","(-86.81278991699219, 211.40179443359375, 66.30217742919922)",1,2.137939453125,1,"(-37.624656677246094, 5.827990531921387, 601.678955078125)","(0.5860788822174072, 0.48058077692985535, 0.347805917263031)",1,"(0.2899536192417145, 0.32254815101623535)","(-90.09473419189453, 197.95742797851562, 61.40882110595703)",1,2.2750701904296875,1,"(23.228374481201172, -3.4455771446228027, 612.9239501953125)","(0.44955772161483765, 0.5007745623588562, 0.37028199434280396)",1
574404751,6514455735523,"(0.2988032400608063, 0.2718297243118286)","(-85.40311431884766, 212.1699981689453, 66.58179473876953)",1,2.14935302734375,1,"(-37.65531921386719, 5.8360161781311035, 601.7559204101562)","(0.586135745048523, 0.4805678129196167, 0.34797748923301697)",1,"(0.2890127897262573, 0.3240046203136444)","(-90.59351348876953, 197.54930114746094, 61.26030731201172)",1,2.2662811279296875,1,"(23.218460083007812, -3.4334588050842285, 612.8827514648438)","(0.44957593083381653, 0.5007470846176147, 0.37019190192222595)",1
574413085,6514455743857,"(0.2964511513710022, 0.2727127969264984)","(-86.65005493164062, 211.9225311279297, 66.49172973632812)",1,2.1404876708984375,1,"(-37.67142868041992, 5.845612525939941, 601.7943725585938)","(0.5861660242080688, 0.48054882884025574, 0.348063588142395)",1,"(0.2907484471797943, 0.32678020000457764)","(-89.67335510253906, 196.77151489257812, 60.9771842956543)",1,2.24969482421875,1,"(23.205039978027344, -3.4185054302215576, 612.831298828125)","(0.4496009051799774, 0.500713050365448, 0.37007951736450195)",1
574421418,6514455752190,"(0.29982706904411316, 0.269474595785141)","(-84.86032104492188, 212.82997131347656, 66.82199096679688)",1,2.1386260986328125,1,"(-37.689998626708984, 5.8503098487854, 601.8016357421875)","(0.5862067341804504, 0.4805390536785126, 0.348082035779953)",1,"(0.28911978006362915, 0.32540494203567505)","(-90.53680419921875, 197.1569061279297, 61.11748504638672)",1,2.2758331298828125,1,"(23.193065643310547, -3.4087119102478027, 612.7177734375)","(0.44961681962013245, 0.5006887912750244, 0.36983203887939453)",1
574429751,6514455760523,"(0.30092987418174744, 0.26948103308677673)","(-84.27568054199219, 212.8281707763672, 66.82133483886719)",1,2.149078369140625,1,"(-37.69999313354492, 5.8510966300964355, 601.7498779296875)","(0.5862376689910889, 0.4805343449115753, 0.34797123074531555)",1,"(0.28466731309890747, 0.32005977630615234)","(-92.89727020263672, 198.6547393798828, 61.66264343261719)",1,2.268768310546875,1,"(23.182621002197266, -3.4021220207214355, 612.635498046875)","(0.4496321678161621, 0.5006723403930664, 0.36965277791023254)",1
574438084,6514455768856,"(0.2960100471973419, 0.2629834711551666)","(-86.88394165039062, 214.64894104003906, 67.48407745361328)",1,2.14215087890625,1,"(-37.71361541748047, 5.851531505584717, 601.7281494140625)","(0.5862719416618347, 0.48053228855133057, 0.34792599081993103)",1,"(0.2901787757873535, 0.3192758560180664)","(-89.97537231445312, 198.87442016601562, 61.74256896972656)",1,2.27679443359375,1,"(23.169994354248047, -3.391390323638916, 612.7193603515625)","(0.4496682584285736, 0.5006511211395264, 0.36983418464660645)",1
574446418,6514455777191,"(0.29534396529197693, 0.26052048802375793)","(-87.23704528808594, 215.33912658691406, 67.73526000976562)",1,2.1561737060546875,1,"(-37.73298645019531, 5.854220390319824, 601.7360229492188)","(0.5863143801689148, 0.48052698373794556, 0.34794577956199646)",1,"(0.28831809759140015, 0.3197765648365021)","(-90.96180725097656, 198.73410034179688, 61.69151306152344)",1,2.2821044921875,1,"(23.159217834472656, -3.3809080123901367, 612.896728515625)","(0.4497089982032776, 0.5006328225135803, 0.37021881341934204)",1
574454751,6514455785524,"(0.29433920979499817, 0.2608509063720703)","(-87.76972961425781, 215.24655151367188, 67.70158386230469)",1,2.1499786376953125,1,"(-37.755069732666016, 5.8578996658325195, 601.753662109375)","(0.5863614082336426, 0.480520099401474, 0.34798717498779297)",1,"(0.28720641136169434, 0.32196274399757385)","(-91.5511703491211, 198.1215057373047, 61.46852111816406)",1,2.2758636474609375,1,"(23.145898818969727, -3.3731086254119873, 613.0849609375)","(0.44975632429122925, 0.5006207227706909, 0.370626837015152)",1
574463085,6514455793858,"(0.2976055145263672, 0.2645646035671234)","(-86.0380859375, 214.2058563232422, 67.32275390625)",1,2.139404296875,1,"(-37.789344787597656, 5.861916542053223, 601.8001708984375)","(0.5864312052726746, 0.48051437735557556, 0.3480929136276245)",1,"(0.28715723752975464, 0.3153446614742279)","(-91.57723999023438, 199.97601318359375, 62.14356994628906)",1,2.26177978515625,1,"(23.120670318603516, -3.360922336578369, 613.2430419921875)","(0.4498271644115448, 0.5005984306335449, 0.3709684908390045)",1
574471418,6514455802190,"(0.2764691114425659, 0.22120556235313416)","(-97.24354553222656, 226.35614013671875, 71.7451400756836)",1,2.111785888671875,1,"(-37.86989212036133, 5.917481422424316, 601.8709716796875)","(0.5866021513938904, 0.4803955554962158, 0.34826064109802246)",1,"(0.27398136258125305, 0.2812351882457733)","(-98.56240844726562, 209.53433227539062, 65.62250518798828)",1,2.2649078369140625,1,"(22.97856330871582, -3.287400960922241, 613.2727661132812)","(0.4501451551914215, 0.5004397630691528, 0.37102341651916504)",1
574479751,6514455810523,"(0.23694226145744324, 0.1579379439353943)","(-118.19867706298828, 244.08529663085938, 78.1979751586914)",1,2.13299560546875,1,"(-37.969261169433594, 6.023865699768066, 602.2227783203125)","(0.5867704749107361, 0.4801803231239319, 0.3490433394908905)",1,"(0.24333271384239197, 0.207113116979599)","(-114.81077575683594, 230.30520629882812, 73.18244171142578)",1,2.2910308837890625,1,"(22.76046371459961, -3.194941282272339, 613.4026489257812)","(0.45064061880111694, 0.5002432465553284, 0.37129053473472595)",1
574488086,6514455818858,"(0.23114895820617676, 0.11322097480297089)","(-121.26998138427734, 256.6160888671875, 82.75888061523438)",1,2.109344482421875,1,"(-38.076934814453125, 6.090339660644531, 602.4232177734375)","(0.5869813561439514, 0.4800454080104828, 0.34949660301208496)",1,"(0.221673384308815, 0.158784419298172)","(-126.29344940185547, 243.84808349609375, 78.11164093017578)",1,2.2989044189453125,1,"(22.57547378540039, -3.1168644428253174, 613.4570922851562)","(0.4510555565357208, 0.5000758767127991, 0.37139615416526794)",1
574496412,6514455827184,"(0.20622798800468445, 0.10212001949548721)","(-134.48182678222656, 259.72686767578125, 83.89107513427734)",1,2.123138427734375,1,"(-38.182464599609375, 6.140239715576172, 602.69189453125)","(0.5871759057044983, 0.4799516201019287, 0.35009658336639404)",1,"(0.20462092757225037, 0.14769338071346283)","(-135.33380126953125, 246.95606994628906, 79.24285888671875)",1,2.285003662109375,1,"(22.444984436035156, -3.097867965698242, 613.4447021484375)","(0.4513430893421173, 0.5000356435775757, 0.37135937809944153)",1
574504753,6514455835525,"(0.21196645498275757, 0.09887278825044632)","(-131.4395751953125, 260.6368103027344, 84.22225952148438)",1,2.1356048583984375,1,"(-38.22587585449219, 6.144442558288574, 602.7068481445312)","(0.5872713327407837, 0.47994375228881836, 0.3501352071762085)",1,"(0.20399031043052673, 0.1465614289045334)","(-135.66812133789062, 247.27328491210938, 79.35832977294922)",1,2.284332275390625,1,"(22.41165542602539, -3.1009504795074463, 613.3843383789062)","(0.4514111876487732, 0.5000411868095398, 0.371225506067276)",1
574513078,6514455843850,"(0.21190990507602692, 0.10389750450849533)","(-131.4695587158203, 259.228759765625, 83.70980834960938)",1,2.1283416748046875,1,"(-38.28413772583008, 6.1424055099487305, 602.7705078125)","(0.5873919725418091, 0.47995293140411377, 0.35028114914894104)",1,"(0.20828402042388916, 0.14958322048187256)","(-133.39183044433594, 246.42649841308594, 79.05014038085938)",1,2.2785186767578125,1,"(22.41136932373047, -3.106064796447754, 613.3531494140625)","(0.45140889286994934, 0.5000516176223755, 0.371157705783844)",1
574521420,6514455852192,"(0.21266654133796692, 0.09287054091691971)","(-131.06842041015625, 262.31878662109375, 84.83442687988281)",1,2.1517333984375,1,"(-38.3463134765625, 6.126415252685547, 602.783203125)","(0.5875296592712402, 0.4799902141094208, 0.35031604766845703)",1,"(0.20423361659049988, 0.14570704102516174)","(-135.53912353515625, 247.5126953125, 79.44544219970703)",1,2.29022216796875,1,"(22.39078712463379, -3.104950428009033, 613.3231811523438)","(0.45145168900489807, 0.5000485777854919, 0.37109097838401794)",1
574529753,6514455860525,"(0.21450182795524597, 0.09682664275169373)","(-130.095458984375, 261.210205078125, 84.43094635009766)",1,2.1113739013671875,1,"(-38.399600982666016, 6.121028900146484, 602.5039672851562)","(0.5876953601837158, 0.47998619079589844, 0.34971752762794495)",1,"(0.20623879134655, 0.1480570137500763)","(-134.47610473632812, 246.85418701171875, 79.20579528808594)",1,2.274810791015625,1,"(22.358041763305664, -3.0965542793273926, 613.294189453125)","(0.45152154564857483, 0.5000298619270325, 0.3710256814956665)",1
574538087,6514455868859,"(0.21027760207653046, 0.08400876820087433)","(-132.3349151611328, 264.8020935058594, 85.73827362060547)",1,2.1557159423828125,1,"(-38.47037124633789, 6.101351737976074, 602.6572265625)","(0.5878293514251709, 0.4800402522087097, 0.350058376789093)",1,"(0.2065424770116806, 0.15116582810878754)","(-134.31509399414062, 245.98300170898438, 78.88870239257812)",1,2.2628021240234375,1,"(22.318323135375977, -3.091857433319092, 613.265869140625)","(0.4516068696975708, 0.5000193119049072, 0.37096107006073)",1
574546420,6514455877192,"(0.21174192428588867, 0.08387920260429382)","(-131.55860900878906, 264.8384094238281, 85.7514877319336)",1,2.158233642578125,1,"(-38.53868865966797, 6.083940505981445, 602.6876220703125)","(0.587977945804596, 0.48008185625076294, 0.350132554769516)",1,"(0.20801593363285065, 0.1481756716966629)","(-133.533935546875, 246.82093811035156, 79.19366455078125)",1,2.28369140625,1,"(22.291730880737305, -3.082986354827881, 613.4132080078125)","(0.4516791105270386, 0.5000041723251343, 0.37127938866615295)",1
574554753,6514455885525,"(0.21167661249637604, 0.084957055747509)","(-131.59323120117188, 264.5363464355469, 85.64155578613281)",1,2.14093017578125,1,"(-38.585235595703125, 6.084530353546143, 602.542236328125)","(0.5881066918373108, 0.4800724685192108, 0.34982365369796753)",1,"(0.20447516441345215, 0.14435768127441406)","(-135.4110870361328, 247.89080810546875, 79.58316802978516)",1,2.2732391357421875,1,"(22.257665634155273, -3.0792293548583984, 613.4048461914062)","(0.4517536759376526, 0.4999961256980896, 0.3712586760520935)",1
574563086,6514455893858,"(0.21012496948242188, 0.08345108479261398)","(-132.41583251953125, 264.9583740234375, 85.79515838623047)",1,2.10247802734375,1,"(-38.64671325683594, 6.065360069274902, 602.8077392578125)","(0.5882010459899902, 0.48013192415237427, 0.3504069447517395)",1,"(0.20576143264770508, 0.14505566656589508)","(-134.7291717529297, 247.69522094726562, 79.51193237304688)",1,2.281097412109375,1,"(22.20815658569336, -3.0742859840393066, 613.335205078125)","(0.4518568813800812, 0.49998411536216736, 0.37110355496406555)",1
574571419,6514455902191,"(0.21275465190410614, 0.08023293316364288)","(-131.02171325683594, 265.86016845703125, 86.12340545654297)",1,2.113067626953125,1,"(-38.72077560424805, 6.045445442199707, 602.58642578125)","(0.58840411901474, 0.48016414046287537, 0.349935919046402)",1,"(0.20608647167682648, 0.14394494891166687)","(-134.55685424804688, 248.00650024414062, 79.62519073486328)",1,2.259124755859375,1,"(22.147357940673828, -3.0745115280151367, 613.1934814453125)","(0.45197853446006775, 0.4999815821647644, 0.370790958404541)",1
574579753,6514455910525,"(0.21343080699443817, 0.07464870810508728)","(-130.6632537841797, 267.42498779296875, 86.69294738769531)",1,2.13690185546875,1,"(-38.782379150390625, 6.03105354309082, 602.6901245117188)","(0.5885254144668579, 0.4802033007144928, 0.350168377161026)",1,"(0.20870469510555267, 0.1439439058303833)","(-133.16879272460938, 248.00677490234375, 79.62531280517578)",1,2.2481231689453125,1,"(22.102176666259766, -3.0661699771881104, 613.2589721679688)","(0.4520844519138336, 0.499965637922287, 0.370930016040802)",1
574588087,6514455918859,"(0.21329669654369354, 0.0749160423874855)","(-130.73435974121094, 267.35009765625, 86.66568756103516)",1,2.1323089599609375,1,"(-38.841312408447266, 6.002018928527832, 602.6015625)","(0.588672399520874, 0.4802635908126831, 0.349982887506485)",1,"(0.21045929193496704, 0.15028655529022217)","(-132.2386016845703, 246.22940063476562, 78.97840118408203)",1,2.267578125,1,"(22.060657501220703, -3.0653574466705322, 613.3135986328125)","(0.4521811604499817, 0.4999658763408661, 0.37104544043540955)",1
574596419,6514455927191,"(0.20909903943538666, 0.08074568212032318)","(-132.95974731445312, 265.7164611816406, 86.07112884521484)",1,2.106842041015625,1,"(-38.91790771484375, 5.989020347595215, 602.7532958984375)","(0.5888195633888245, 0.48030269145965576, 0.35032162070274353)",1,"(0.20412565767765045, 0.14844438433647156)","(-135.5963592529297, 246.74560546875, 79.16629028320312)",1,2.2603912353515625,1,"(21.999343872070312, -3.0599875450134277, 613.2553100585938)","(0.45231151580810547, 0.49995335936546326, 0.3709142208099365)",1
574604753,6514455935525,"(0.21269303560256958, 0.08947176486253738)","(-131.0543975830078, 263.2712097167969, 85.18111419677734)",1,2.109405517578125,1,"(-38.99138641357422, 5.977323532104492, 602.855224609375)","(0.5889678001403809, 0.48033589124679565, 0.3505522310733795)",1,"(0.20807190239429474, 0.15056517720222473)","(-133.5042724609375, 246.15130615234375, 78.95000457763672)",1,2.2724456787109375,1,"(21.927494049072266, -3.0523059368133545, 613.2283935546875)","(0.4524680972099304, 0.4999367594718933, 0.37085041403770447)",1
574613078,6514455943850,"(0.2116948515176773, 0.09405326098203659)","(-131.5835723876953, 261.98736572265625, 84.71383666992188)",1,2.1055450439453125,1,"(-39.05366516113281, 5.981424808502197, 602.6966552734375)","(0.5891344547271729, 0.480318158864975, 0.35021719336509705)",1,"(0.20830588042736053, 0.1480598747730255)","(-133.3802490234375, 246.85337829589844, 79.20552825927734)",1,2.2282867431640625,1,"(21.883554458618164, -3.042919158935547, 613.356201171875)","(0.45257678627967834, 0.49992015957832336, 0.37112492322921753)",1
574621414,6514455952186,"(0.2126510590314865, 0.09489243477582932)","(-131.07662963867188, 261.752197265625, 84.62824249267578)",1,2.1233978271484375,1,"(-39.14541244506836, 5.971297264099121, 602.8466796875)","(0.5893157720565796, 0.4803508520126343, 0.35055476427078247)",1,"(0.20760875940322876, 0.14429008960723877)","(-133.74978637695312, 247.90975952148438, 79.58999633789062)",1,2.257415771484375,1,"(21.812955856323242, -3.0262856483459473, 613.2255249023438)","(0.4527214467525482, 0.4998810589313507, 0.37083619832992554)",1
574629748,6514455960520,"(0.21474410593509674, 0.10445021837949753)","(-129.96701049804688, 259.0738525390625, 83.65339660644531)",1,2.0895538330078125,1,"(-39.21357727050781, 5.972519874572754, 602.586181640625)","(0.5895128846168518, 0.4803336262702942, 0.34999945759773254)",1,"(0.21204446256160736, 0.14484594762325287)","(-131.39820861816406, 247.7539825439453, 79.5333023071289)",1,2.239349365234375,1,"(21.73131561279297, -3.011258840560913, 613.2306518554688)","(0.45290258526802063, 0.4998493194580078, 0.37084150314331055)",1
574638081,6514455968853,"(0.2123440057039261, 0.10355234146118164)","(-131.2394256591797, 259.3254699707031, 83.74500274658203)",1,2.0933074951171875,1,"(-39.31615447998047, 5.9698686599731445, 602.785888671875)","(0.5897102952003479, 0.4803527891635895, 0.3504466116428375)",1,"(0.20890571177005768, 0.144098699092865)","(-133.0622100830078, 247.96334838867188, 79.60955810546875)",1,2.25689697265625,1,"(21.65529441833496, -2.991771697998047, 613.2255859375)","(0.4530705511569977, 0.4998074173927307, 0.3708252012729645)",1
574646414,6514455977186,"(0.21168410778045654, 0.10582171380519867)","(-131.58924865722656, 258.6895446777344, 83.51351928710938)",1,2.1033172607421875,1,"(-39.41396713256836, 5.95521354675293, 602.6417236328125)","(0.5899544954299927, 0.48037829995155334, 0.3501468896865845)",1,"(0.20520050823688507, 0.14413711428642273)","(-135.0265350341797, 247.95265197753906, 79.6056137084961)",1,2.252227783203125,1,"(21.565221786499023, -2.9688103199005127, 613.1891479492188)","(0.45326676964759827, 0.49975723028182983, 0.3707398772239685)",1
574654747,6514455985519,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.16944074630737305, 0.13679289817810059)","(-153.98455810546875, 250.0106658935547, 80.3546371459961)",1,2.2463531494140625,1,"(21.313629150390625, -2.989994525909424, 613.527587890625)","(0.45385220646858215, 0.49981632828712463, 0.371455579996109)",1
574663081,6514455993853,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.11314701288938522, 0.14014391601085663)","(-183.82862854003906, 249.07164001464844, 80.01285552978516)",1,2.2510528564453125,1,"(20.945436477661133, -3.009270668029785, 613.623779296875)","(0.45467379689216614, 0.4998660981655121, 0.37163683772087097)",1
574671415,6514456002187,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.06640449166297913, 0.136601984500885)","(-208.609130859375, 250.0641632080078, 80.3741455078125)",1,2.2337799072265625,1,"(20.56370735168457, -3.0168588161468506, 613.574951171875)","(0.4555131196975708, 0.4998864531517029, 0.3715028166770935)",1
574679747,6514456010519,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.02785485051572323, 0.12981365621089935)","(-229.04620361328125, 251.9664306640625, 81.06643676757812)",1,2.2578277587890625,1,"(20.281930923461914, -3.0126280784606934, 613.8721923828125)","(0.456160306930542, 0.49988895654678345, 0.37212857604026794)",1
574688081,6514456018853,"(0.03969769552350044, 0.08304701745510101)","(-222.7677459716797, 265.0715637207031, 85.83642578125)",1,2.1653594970703125,1,"(-40.29949188232422, 5.530913352966309, 600.6806640625)","(0.5922814011573792, 0.4812232553958893, 0.3459954261779785)",1,"(0.02373271808028221, 0.12796729803085327)","(-231.23155212402344, 252.4838104248047, 81.25482940673828)",1,2.2619171142578125,1,"(20.144569396972656, -2.9511213302612305, 613.86962890625)","(0.45646432042121887, 0.4997559189796448, 0.372114896774292)",1
574696416,6514456027188,"(0.03998636081814766, 0.08790992945432663)","(-222.61468505859375, 263.7088623046875, 85.34040069580078)",1,2.1799163818359375,1,"(-40.35542297363281, 5.554648399353027, 600.3599243164062)","(0.5924637913703918, 0.48115217685699463, 0.34530943632125854)",1,"(0.033920593559741974, 0.13785536587238312)","(-225.8304443359375, 249.7129364013672, 80.24626922607422)",1,2.2374725341796875,1,"(20.065996170043945, -2.8963606357574463, 613.7180786132812)","(0.4566262364387512, 0.49963271617889404, 0.371781587600708)",1
574704750,6514456035522,"(0.022163769230246544, 0.09392601251602173)","(-232.06332397460938, 262.02301025390625, 84.72682189941406)",1,2.1834259033203125,1,"(-41.134544372558594, 5.868618965148926, 603.5996704101562)","(0.593658983707428, 0.4806514382362366, 0.35246530175209045)",1,"(0.024915095418691635, 0.1428949385881424)","(-230.60472106933594, 248.30072021484375, 79.73228454589844)",1,2.2578887939453125,1,"(19.94417381286621, -2.8558335304260254, 613.6412353515625)","(0.45688971877098083, 0.49954336881637573, 0.37160724401474)",1
574713083,6514456043855,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.03233874961733818, 0.13395719230175018)","(-226.6690673828125, 250.80526733398438, 80.64388275146484)",1,2.2375640869140625,1,"(19.80804443359375, -2.796274185180664, 613.826904296875)","(0.45720624923706055, 0.49941977858543396, 0.37200263142585754)",1
574721416,6514456052188,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.02676982805132866, 0.12460245937108994)","(-229.62142944335938, 253.42672729492188, 81.59800720214844)",1,2.24920654296875,1,"(19.671348571777344, -2.7350211143493652, 613.59521484375)","(0.457490473985672, 0.49928078055381775, 0.37149155139923096)",1
574729749,6514456060521,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.026512693613767624, 0.14082828164100647)","(-229.75775146484375, 248.8798370361328, 79.94309997558594)",1,2.2490692138671875,1,"(19.530025482177734, -2.684351921081543, 613.6654663085938)","(0.4578090310096741, 0.4991735816001892, 0.37163591384887695)",1
574738083,6514456068855,"(0.032878562808036804, 0.09301473945379257)","(-226.3828887939453, 262.2783508300781, 84.81974029541016)",1,2.146087646484375,1,"(-41.25879669189453, 5.607015132904053, 600.78515625)","(0.594431459903717, 0.48107218742370605, 0.3463660180568695)",1,"(0.031846433877944946, 0.14464649558067322)","(-226.93006896972656, 247.8098907470703, 79.55364990234375)",1,2.2271270751953125,1,"(19.373666763305664, -2.6443309783935547, 613.6528930664062)","(0.45815402269363403, 0.49908751249313354, 0.371599018573761)",1
574746416,6514456077188,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.02714763954281807, 0.13408274948596954)","(-229.42112731933594, 250.77011108398438, 80.631103515625)",1,2.247406005859375,1,"(19.225400924682617, -2.604670286178589, 613.47412109375)","(0.4584681987762451, 0.49899744987487793, 0.371201753616333)",1
574754753,6514456085525,"(0.03433093801140785, 0.09299208223819733)","(-225.61289978027344, 262.28472900390625, 84.8220443725586)",1,2.1241455078125,1,"(-41.639060974121094, 5.603684425354004, 601.037109375)","(0.5952453017234802, 0.48109954595565796, 0.34696826338768005)",1,"(0.02826862409710884, 0.1278044730424881)","(-228.8268585205078, 252.52944946289062, 81.27141571044922)",1,2.2198486328125,1,"(19.084487915039062, -2.546327829360962, 613.357421875)","(0.45877140760421753, 0.49886801838874817, 0.37094035744667053)",1
574763086,6514456093858,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.029283596202731133, 0.13094906508922577)","(-228.28875732421875, 251.64825439453125, 80.95067596435547)",1,2.2236328125,1,"(18.931550979614258, -2.5083751678466797, 613.4183349609375)","(0.4591147005558014, 0.4987885355949402, 0.3710635006427765)",1
574771419,6514456102191,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.02826220728456974, 0.13598299026489258)","(-228.83026123046875, 250.23764038085938, 80.43721771240234)",1,2.2206573486328125,1,"(18.79517364501953, -2.476564407348633, 613.3102416992188)","(0.45940834283828735, 0.49871742725372314, 0.370820552110672)",1
574779752,6514456110524,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.025350607931613922, 0.1491272896528244)","(-230.3738250732422, 246.55426025390625, 79.09662628173828)",1,2.226959228515625,1,"(18.671720504760742, -2.4491453170776367, 613.3690795898438)","(0.45968616008758545, 0.4986606240272522, 0.37094104290008545)",1
574788086,6514456118858,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.03797249123454094, 0.1423618048429489)","(-223.6823272705078, 248.45010375976562, 79.78668212890625)",1,2.2101287841796875,1,"(18.534412384033203, -2.4180116653442383, 613.4490356445312)","(0.45999613404273987, 0.4985964596271515, 0.37110674381256104)",1
574796419,6514456127191,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.031061792746186256, 0.13146324455738068)","(-227.34603881835938, 251.504150390625, 80.89828491210938)",1,2.224365234375,1,"(18.419906616210938, -2.38529109954834, 613.1436767578125)","(0.46022680401802063, 0.49851733446121216, 0.37043681740760803)",1
574804752,6514456135524,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.034673504531383514, 0.1282179057598114)","(-225.4313201904297, 252.41357421875, 81.22926330566406)",1,2.2220001220703125,1,"(18.314786911010742, -2.3378288745880127, 613.29541015625)","(0.4604713022708893, 0.49841901659965515, 0.37076109647750854)",1
574813086,6514456143858,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.03467559069395065, 0.1323498636484146)","(-225.43020629882812, 251.25570678710938, 80.80782318115234)",1,2.2052764892578125,1,"(18.228925704956055, -2.2974088191986084, 613.2266235351562)","(0.4606565535068512, 0.4983294606208801, 0.37060731649398804)",1
574821419,6514456152191,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.0320013053715229, 0.13524289429187775)","(-226.84796142578125, 250.44500732421875, 80.51274871826172)",1,2.220611572265625,1,"(18.140228271484375, -2.2678864002227783, 613.377197265625)","(0.46086421608924866, 0.49827030301094055, 0.37092962861061096)",1
574829753,6514456160525,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.029565146192908287, 0.1477368026971817)","(-228.13949584960938, 246.94390869140625, 79.23847198486328)",1,2.2208404541015625,1,"(18.063919067382812, -2.2443482875823975, 613.2970581054688)","(0.4610273838043213, 0.49821731448173523, 0.37075141072273254)",1
574838086,6514456168858,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.030605865642428398, 0.1353437751531601)","(-227.5877685546875, 250.416748046875, 80.5024642944336)",1,2.210662841796875,1,"(17.98974609375, -2.233665943145752, 613.1868286132812)","(0.46118342876434326, 0.4981915354728699, 0.37050753831863403)",1
574846419,6514456177191,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.037219468504190445, 0.14077316224575043)","(-224.08154296875, 248.89529418945312, 79.94866943359375)",1,2.1970672607421875,1,"(17.92252540588379, -2.21555495262146, 613.3880615234375)","(0.4613470137119293, 0.498158723115921, 0.37094104290008545)",1
574854752,6514456185524,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.029735563322901726, 0.1375230848789215)","(-228.0491485595703, 249.8060302734375, 80.28022003173828)",1,2.1967010498046875,1,"(17.870506286621094, -2.210811138153076, 613.223876953125)","(0.46145012974739075, 0.49814409017562866, 0.37058117985725403)",1
574863085,6514456193857,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.023548662662506104, 0.13067783415317535)","(-231.32911682128906, 251.72425842285156, 80.97835540771484)",1,2.22369384765625,1,"(17.818187713623047, -2.1966166496276855, 613.1121826171875)","(0.46155792474746704, 0.4981103241443634, 0.37033572793006897)",1
574871419,6514456202191,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.029336106032133102, 0.13078151643276215)","(-228.26092529296875, 251.69517517089844, 80.96780395507812)",1,2.210662841796875,1,"(17.77834701538086, -2.186504364013672, 613.3021240234375)","(0.4616599380970001, 0.4980943202972412, 0.37074610590934753)",1
574879753,6514456210525,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.036614757031202316, 0.13153988122940063)","(-224.40213012695312, 251.48268127441406, 80.89041900634766)",1,2.2131195068359375,1,"(17.743457794189453, -2.1824116706848145, 613.428466796875)","(0.4617462158203125, 0.49808958172798157, 0.371018648147583)",1
