timestamp_system,left_gaze_point_x,left_gaze_point_y,right_gaze_point_x,right_gaze_point_y,ActualGazePointX,ActualGazePointY,Timestamp,PixelPointX,PixelPointY,InterSampleDuration_DS,Velocity,Event_Type,SmoothPixelPointX,SmoothPixelPointY
617478202025,-0.0505126838643195,0.9834860019294585,0.0546615453395046,0.9795323338800548,0.0020744307375925,0.9815091679047566,0.0,3.0,972.0,0.0,0.0,Unknown,3.0,972.0
617478293696,-0.0548970916519083,0.9941185499697316,0.0587463787769836,0.9758886722642548,0.0019246435625376,0.9850036111169932,91.6710000038147,2.0,975.0,91.671,0.1379837750231496,Unknown,2.0,975.0
617478343697,-0.0528901029629722,0.9824009181042108,0.0531171449127687,0.9613009935495804,0.0001135209748982,0.9718509558268956,141.67200005054474,0.0,962.0,50.001,1.0522146697604766,Unknown,0.0,962.0
617478360364,-0.0526873066238779,0.9923075837505108,0.0575263298337227,0.984017626704002,0.0024195116049224,0.9881626052272564,158.33899998664856,3.0,978.0,16.667,3.9068388212654286,Unknown,3.0,978.0
617478410369,-0.0654026370850917,0.9714722103975256,0.0757059994745612,0.973916072845459,0.0051516811947347,0.9726941416214924,208.3439999818802,7.0,963.0,50.005,1.2418097948397462,Unknown,3.075626679512529,969.4092417958591
617478418700,-0.0528196148805935,0.990795422184224,0.0741293397108202,0.9665443202427456,0.0106548624151133,0.9786698712134848,216.6750000715256,14.0,969.0,8.331,4.426620745690244,Unknown,6.212706018834586,968.044923127968
617478435369,-0.0621164368918726,0.987921731909927,0.0676442317001817,0.9618323205441844,0.0027638974041545,0.9748770262270556,233.3439999818802,4.0,965.0,16.669,2.584517288905518,Unknown,7.072526109869305,968.5739323669543
617478477035,-0.0522255360888514,0.9795028449077996,0.0676497104722459,0.9725703877818828,0.0077120871916972,0.9760366163448412,275.00999999046326,10.0,966.0,41.666,0.5839545460610751,Unknown,8.74625378719407,965.7822499345043
617478502036,-0.0622630962604878,0.9914774521029726,0.0705070536491827,0.9727075154440744,0.0041219786943474,0.9820924837735234,300.0110000371933,5.0,972.0,25.001,1.2495899622108406,Unknown,8.141589570734432,968.0303787790323
617478510370,-0.0597300227943085,0.9939544031571368,0.064399694706466,0.9742942270940664,0.0023348359560787,0.9841243151256016,308.34500002861023,3.0,974.0,8.334,1.3575364183629215,Unknown,5.475396471057855,969.4060672023282
617478518703,-0.0627094935246474,0.992759061930131,0.0688744204603974,0.9748465826073472,0.003082463467875,0.9838028222687392,316.6779999732971,4.0,974.0,8.333,0.4800192039543208,Unknown,5.394047901899093,971.6345659453713
617478527036,-0.0626076864915134,0.9926039273398264,0.073761607800777,0.9772077673308704,0.0055769606546317,0.9849058473353484,325.0110000371933,7.0,975.0,8.333,1.517953983401183,Unknown,4.774763113096353,973.7946590224454
617478543705,-0.0612350496576274,0.9987285337642748,0.0654484298068227,0.9757593219134272,0.0021066900745976,0.987243927838851,341.6800000667572,3.0,977.0,16.669,1.0731623845624485,Unknown,4.27321282827474,975.0442847913511
617478643706,-0.0601748254904793,0.9817399429788396,0.0619087750760944,0.9692782904177296,0.0008669747928075,0.9755091166982846,441.680999994278,1.0,966.0,100.001,0.4472091237328544,Blink_End,3.6964083926929483,972.9160846764465
617478652040,-0.0544879009741551,0.9850083493213264,0.0614557133354685,0.9650134510896644,0.0034839061806567,0.9750109002054954,450.0149999856949,4.0,965.0,8.334,1.5177718566955434,Unknown,3.6852304212649662,970.5588997594904
617478660374,-0.0535176267961213,0.9859792257814992,0.0714687416918919,0.970502551331812,0.0089755574478852,0.9782408885566556,458.3489999771118,11.0,968.0,8.334,3.655278672285714,Unknown,4.863332695798688,968.8420616421996
617478668707,-0.0684803577353588,0.9866454558469812,0.0728687723860991,0.9720149406121702,0.0021942073253701,0.9793301982295756,466.682000041008,3.0,970.0,8.333,3.9583397038303736,Unknown,4.831618278884978,967.3165345104967
617478702041,-0.061603517522127,0.988998942083242,0.0643032028999614,0.9760125749938342,0.0013498426889172,0.9825057585385382,500.0160000324249,2.0,973.0,33.334,0.3794657300033149,Unknown,4.946567976847157,969.1241364361323
617478710375,-0.0616043352493008,0.9930382481399848,0.0660176905788409,0.9748117423544124,0.00220667766477,0.9839249952471986,508.35000002384186,3.0,974.0,8.334,0.6787682091814609,Unknown,4.615059823534185,971.3521013639267
